id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procédure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation
53,Appel d'offre pour énergie à Agadir,Marché public concernant le secteur énergie dans la région de Casablanca-Settat.,Travaux,Énergie,Ministère de l’Équipement,Maroc,Casablanca-Settat,Agadir,2024-06-30,2024-07-30,2024-08-12,9665807,"['Jet Contractors', 'TGCC', 'INGEMA', 'SOGEA', 'SOMAGEC', 'Novec']","[9368437.288416304, 9717185.310282696, 10020924.113371227, 10978094.532963071, 11005256.539620252, 11172296.54160412]",Jet Contractors,9368437.288416304,10377032.39,-0.0308,112,Gré à gré,Meilleure offre économiquement,6,Non,5,6,100,Annulé,Manque de budget
54,Appel d'offre pour médical à Casablanca,Marché public concernant le secteur médical dans la région de Tanger-Tétouan-Al Hoceïma.,Fournitures,Médical,Ministère de l’Équipement,Maroc,Tanger-Tétouan-Al Hoceïma,Casablanca,2023-12-25,2024-01-13,2024-01-30,3262705,"['INGEMA', 'TGCC']","[3417184.4949801224, 3867863.170688849]",TGCC,3867863.170688849,3642523.83,0.1855,79,Gré à gré,Note technique et prix,2,Oui,0,14,65,Attribué,
55,Appel d'offre pour énergie à Tanger,Marché public concernant le secteur énergie dans la région de Casablanca-Settat.,Travaux,Énergie,Ministère de la Santé,Maroc,Casablanca-Settat,Tanger,2024-02-13,2024-04-09,2024-04-15,7323828,"['Jet Contractors', 'SOGEA']","[6972636.80734276, 8735886.53260583]",SOGEA,8735886.53260583,7854261.67,0.1928,55,Appel d’offres restreint,Note technique et prix,2,Non,0,4,71,Annulé,Manque de budget
56,Appel d'offre pour btp à Rabat,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Fournitures,BTP,Ministère de l’Équipement,Maroc,Fès-Meknès,Rabat,2024-07-30,2024-08-25,2024-08-31,8331763,"['Novec', 'TGCC', 'SOMAGEC', 'SOGEA']","[7624200.375609867, 9005402.564817548, 9325170.093452947, 9667627.664412396]",SOMAGEC,9325170.093452947,8905600.17,0.1192,365,Appel d’offres restreint,Prix seul,4,Non,3,6,85,Annulé,Manque de budget
57,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Oriental.,Travaux,BTP,ONEE,Maroc,Oriental,Agadir,2025-02-19,2025-03-28,2025-04-07,9207677,"['SOGEA', 'Jet Contractors']","[9734066.247241713, 9920300.940731436]",SOGEA,9734066.247241713,9827183.59,0.0572,78,Appel d’offres restreint,Note technique et prix,2,Non,6,6,81,Annulé,Non-conformité des offres
58,Appel d'offre pour informatique à Tanger,Marché public concernant le secteur informatique dans la région de Casablanca-Settat.,Travaux,Informatique,Ministère de la Santé,Maroc,Casablanca-Settat,Tanger,2023-07-15,2023-09-07,2023-09-13,2589989,"['Novec', 'Jet Contractors', 'SOGEA']","[2429283.879440135, 2646404.962110702, 3083883.926282989]",Jet Contractors,2646404.962110702,2719857.59,0.0218,263,Appel d’offres ouvert,Prix seul,3,Oui,14,13,63,Annulé,Manque de budget
59,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Services,BTP,Ministère de l’Équipement,Maroc,Fès-Meknès,Agadir,2024-07-14,2024-08-29,2024-09-12,8056323,"['SOMAGEC', 'Novec', 'Jet Contractors', 'TGCC']","[8221656.000297411, 8691245.959046079, 9482089.68525347, 9516921.310700031]",TGCC,9516921.310700031,8977978.24,0.1813,237,Gré à gré,Prix seul,4,Oui,9,14,83,Sans suite,Manque de budget
60,Appel d'offre pour btp à Agadir,Marché public concernant le secteur btp dans la région de Casablanca-Settat.,Travaux,BTP,DGSN,Maroc,Casablanca-Settat,Agadir,2025-01-24,2025-02-16,2025-03-05,9474001,"['SOGEA', 'INGEMA', 'SOMAGEC']","[8920461.49649145, 11262094.326693825, 11330683.465383356]",SOGEA,8920461.49649145,10504413.1,-0.0584,360,Gré à gré,Prix seul,3,Non,1,18,80,Attribué,
61,Appel d'offre pour btp à Rabat,Marché public concernant le secteur btp dans la région de Oriental.,Services,BTP,Ministère de la Santé,Maroc,Oriental,Rabat,2023-06-16,2023-08-02,2023-08-09,7679006,"['SOGEA', 'TGCC', 'SOMAGEC', 'Novec', 'Jet Contractors', 'INGEMA']","[7370908.58265685, 7518508.940188273, 7924377.016115184, 8035536.524272154, 8087172.890549592, 8205690.871870122]",SOMAGEC,7924377.016115184,7857032.47,0.032,80,Gré à gré,Meilleure offre économiquement,6,Non,14,3,92,Annulé,Non-conformité des offres
62,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Oriental.,Travaux,Énergie,Ministère de la Santé,Maroc,Oriental,Oujda,2023-09-17,2023-11-01,2023-11-07,455667,"['TGCC', 'Jet Contractors']","[458708.7009413624, 465044.1073142634]",Jet Contractors,465044.1073142634,461876.4,0.0206,197,Gré à gré,Note technique et prix,2,Non,1,10,93,Sans suite,Non-conformité des offres
63,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Oriental.,Fournitures,Transport,Ministère de l’Équipement,Maroc,Oriental,Tanger,2023-01-25,2023-03-06,2023-03-12,8675642,"['INGEMA', 'Jet Contractors']","[8425663.810722865, 10066494.61561635]",Jet Contractors,10066494.61561635,9246079.21,0.1603,304,Appel d’offres restreint,Meilleure offre économiquement,2,Non,1,6,77,Annulé,Manque de budget
64,Appel d'offre pour btp à Tanger,Marché public concernant le secteur btp dans la région de Fès-Meknès.,Travaux,BTP,Ministère de l’Équipement,Maroc,Fès-Meknès,Tanger,2024-08-28,2024-09-23,2024-10-03,7180963,"['SOGEA', 'Novec']","[7266058.499954607, 8467945.64340272]",SOGEA,7266058.499954607,7867002.07,0.0119,177,Gré à gré,Prix seul,2,Oui,0,3,79,Attribué,
65,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Travaux,Transport,Ministère de l’Équipement,Maroc,Casablanca-Settat,Agadir,2024-06-07,2024-07-27,2024-08-12,5387234,"['INGEMA', 'Jet Contractors', 'SOGEA', 'Novec', 'SOMAGEC']","[4905108.964758847, 5389651.261246176, 5515776.0348596405, 6017815.372305184, 6455380.099536917]",Jet Contractors,5389651.261246176,5656746.35,0.0004,298,Gré à gré,Prix seul,5,Oui,15,4,71,Sans suite,Non-conformité des offres
66,Appel d'offre pour médical à Agadir,Marché public concernant le secteur médical dans la région de Rabat-Salé-Kénitra.,Services,Médical,CHU Casablanca,Maroc,Rabat-Salé-Kénitra,Agadir,2023-08-12,2023-09-17,2023-09-24,7025967,"['Novec', 'SOMAGEC', 'INGEMA']","[6429687.461929799, 7469383.02195666, 7562085.054763991]",INGEMA,7562085.054763991,7153718.51,0.0763,262,Appel d’offres restreint,Note technique et prix,3,Non,14,1,85,Sans suite,
67,Appel d'offre pour btp à Casablanca,Marché public concernant le secteur btp dans la région de Casablanca-Settat.,Services,BTP,Ministère de la Santé,Maroc,Casablanca-Settat,Casablanca,2024-06-07,2024-08-04,2024-08-17,550451,"['SOGEA', 'TGCC', 'Jet Contractors', 'INGEMA', 'SOMAGEC', 'Novec']","[565486.3941248382, 578649.0103596352, 586975.4948219788, 594147.5116857865, 626705.5341709332, 634278.0195151861]",Jet Contractors,586975.4948219788,597706.99,0.0664,183,Appel d’offres restreint,Meilleure offre économiquement,6,Non,6,9,77,Attribué,
68,Appel d'offre pour transport à Rabat,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Travaux,Transport,Ministère de la Santé,Maroc,Fès-Meknès,Rabat,2023-06-09,2023-07-07,2023-07-13,9146923,"['Novec', 'SOMAGEC', 'INGEMA', 'TGCC']","[9341420.468914866, 9861274.710558746, 10877975.937720459, 10930283.7117007]",INGEMA,10877975.937720459,10252738.71,0.1892,188,Appel d’offres ouvert,Meilleure offre économiquement,4,Oui,15,15,100,Sans suite,
69,Appel d'offre pour fournitures scolaires à Tanger,Marché public concernant le secteur fournitures scolaires dans la région de Oriental.,Services,Fournitures scolaires,Ministère de l’Équipement,Maroc,Oriental,Tanger,2023-01-05,2023-01-18,2023-02-07,7151157,"['SOMAGEC', 'Novec']","[7683701.162047836, 8133653.490337875]",Novec,8133653.490337875,7908677.33,0.1374,137,Gré à gré,Prix seul,2,Non,12,19,63,Sans suite,Non-conformité des offres
70,Appel d'offre pour médical à Agadir,Marché public concernant le secteur médical dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Médical,Ministère de la Santé,Maroc,Tanger-Tétouan-Al Hoceïma,Agadir,2024-01-01,2024-02-09,2024-02-17,3192347,"['TGCC', 'Jet Contractors', 'SOGEA']","[3494612.2190565835, 3628924.775600867, 3786850.118747205]",SOGEA,3786850.118747205,3636795.7,0.1862,71,Appel d’offres restreint,Note technique et prix,3,Non,11,15,63,Attribué,
71,Appel d'offre pour médical à Fès,Marché public concernant le secteur médical dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Médical,Ministère de la Santé,Maroc,Tanger-Tétouan-Al Hoceïma,Fès,2025-01-30,2025-02-23,2025-03-14,7640804,"['Jet Contractors', 'TGCC']","[6937698.476096445, 7404299.047735259]",TGCC,7404299.047735259,7170998.76,-0.031,50,Appel d’offres restreint,Note technique et prix,2,Oui,6,18,86,Attribué,
72,Appel d'offre pour énergie à Agadir,Marché public concernant le secteur énergie dans la région de Souss-Massa.,Travaux,Énergie,Ministère de l’Équipement,Maroc,Souss-Massa,Agadir,2025-06-14,2025-08-13,2025-09-01,2209533,"['SOMAGEC', 'Novec', 'SOGEA', 'Jet Contractors']","[2111571.1631962387, 2422085.0233382103, 2496045.233215467, 2523602.4927107124]",Jet Contractors,2523602.4927107124,2388325.98,0.1421,61,Appel d’offres ouvert,Note technique et prix,4,Non,8,19,96,Attribué,
73,Appel d'offre pour btp à Tanger,Marché public concernant le secteur btp dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,BTP,ONCF,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2024-09-16,2024-10-20,2024-11-09,1028261,"['Jet Contractors', 'Novec', 'INGEMA', 'TGCC', 'SOMAGEC']","[1023573.2820302511, 1184760.7448691577, 1190298.510368053, 1197019.725770499, 1219748.5256472952]",Novec,1184760.7448691577,1163080.16,0.1522,88,Appel d’offres restreint,Meilleure offre économiquement,5,Non,10,16,93,Annulé,Manque de budget
74,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Rabat-Salé-Kénitra.,Fournitures,Transport,CHU Casablanca,Maroc,Rabat-Salé-Kénitra,Agadir,2023-03-31,2023-04-14,2023-04-27,878139,"['Jet Contractors', 'SOGEA', 'INGEMA', 'Novec']","[790387.6205724631, 835205.0374841192, 953843.0954276047, 968974.6967921546]",Jet Contractors,790387.6205724631,887102.61,-0.0999,235,Gré à gré,Prix seul,4,Oui,7,2,99,Sans suite,Non-conformité des offres
75,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Casablanca-Settat.,Services,Informatique,Ministère de la Santé,Maroc,Casablanca-Settat,Agadir,2023-08-20,2023-09-10,2023-09-26,5978853,"['SOGEA', 'Novec', 'INGEMA']","[6074549.964055724, 6191922.13917156, 6706791.354457173]",Novec,6191922.13917156,6324421.15,0.0356,240,Appel d’offres ouvert,Prix seul,3,Oui,0,20,90,Annulé,Non-conformité des offres
76,Appel d'offre pour btp à Rabat,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Fournitures,BTP,ONEE,Maroc,Rabat-Salé-Kénitra,Rabat,2025-01-17,2025-02-14,2025-02-20,180366,"['INGEMA', 'SOGEA', 'SOMAGEC', 'TGCC', 'Jet Contractors']","[165353.5621765588, 169933.83208105908, 178578.4269567531, 190545.8315328709, 197757.4135335934]",TGCC,190545.8315328709,180433.81,0.0564,272,Appel d’offres restreint,Prix seul,5,Oui,5,17,66,Sans suite,
77,Appel d'offre pour médical à Rabat,Marché public concernant le secteur médical dans la région de Fès-Meknès.,Fournitures,Médical,ONEE,Maroc,Fès-Meknès,Rabat,2023-08-29,2023-09-14,2023-09-20,3423929,"['Jet Contractors', 'SOMAGEC', 'SOGEA']","[3138403.2757717017, 3504785.315848984, 3537433.1259005903]",Jet Contractors,3138403.2757717017,3393540.57,-0.0834,210,Gré à gré,Meilleure offre économiquement,3,Oui,13,9,90,Sans suite,Manque de budget
78,Appel d'offre pour énergie à Casablanca,Marché public concernant le secteur énergie dans la région de Oriental.,Fournitures,Énergie,Ministère de l’Équipement,Maroc,Oriental,Casablanca,2024-06-03,2024-07-03,2024-07-16,8046797,"['TGCC', 'Novec', 'INGEMA']","[7320879.195025226, 7479498.736142091, 9325725.853674106]",TGCC,7320879.195025226,8042034.59,-0.0902,75,Appel d’offres ouvert,Prix seul,3,Non,11,17,92,Attribué,
79,Appel d'offre pour btp à Oujda,Marché public concernant le secteur btp dans la région de Rabat-Salé-Kénitra.,Services,BTP,Ministère de la Santé,Maroc,Rabat-Salé-Kénitra,Oujda,2023-08-06,2023-08-22,2023-09-07,1586926,"['SOGEA', 'INGEMA', 'SOMAGEC']","[1684186.1150507275, 1755388.2217852548, 1756161.9949090835]",INGEMA,1755388.2217852548,1731912.11,0.1062,92,Appel d’offres restreint,Note technique et prix,3,Oui,2,2,99,Annulé,Manque de budget
80,Appel d'offre pour transport à Oujda,Marché public concernant le secteur transport dans la région de Casablanca-Settat.,Services,Transport,ONEE,Maroc,Casablanca-Settat,Oujda,2023-07-15,2023-09-13,2023-09-20,2256426,"['INGEMA', 'Jet Contractors']","[2110268.114449597, 2319923.4051949633]",INGEMA,2110268.114449597,2215095.76,-0.0648,310,Appel d’offres restreint,Prix seul,2,Non,7,13,92,Sans suite,Manque de budget
81,Appel d'offre pour informatique à Casablanca,Marché public concernant le secteur informatique dans la région de Casablanca-Settat.,Travaux,Informatique,DGSN,Maroc,Casablanca-Settat,Casablanca,2024-05-10,2024-05-26,2024-06-14,5632074,"['SOMAGEC', 'SOGEA', 'INGEMA', 'Jet Contractors']","[5757124.2113120165, 5839304.7851911485, 6474462.680005091, 6570742.8261949895]",SOGEA,5839304.7851911485,6160408.63,0.0368,64,Appel d’offres ouvert,Prix seul,4,Non,11,3,69,Sans suite,
82,Appel d'offre pour énergie à Tanger,Marché public concernant le secteur énergie dans la région de Fès-Meknès.,Fournitures,Énergie,Ministère de la Santé,Maroc,Fès-Meknès,Tanger,2024-06-14,2024-08-10,2024-08-20,6538796,"['Novec', 'Jet Contractors', 'TGCC']","[5913633.848220008, 7127277.854753546, 7628490.73304501]",Jet Contractors,7127277.854753546,6889800.81,0.09,295,Appel d’offres ouvert,Note technique et prix,3,Non,12,14,79,Attribué,
83,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Fournitures,Fournitures scolaires,ONCF,Maroc,Casablanca-Settat,Casablanca,2025-03-23,2025-04-21,2025-05-06,8347109,"['SOMAGEC', 'Novec', 'Jet Contractors', 'TGCC', 'INGEMA', 'SOGEA']","[7900086.487546638, 8471797.718270795, 8782312.958867105, 9196386.474109313, 9199470.823351348, 9577320.761924736]",Jet Contractors,8782312.958867105,8854562.54,0.0521,260,Appel d’offres restreint,Note technique et prix,6,Non,10,5,88,Annulé,Manque de budget
84,Appel d'offre pour informatique à Agadir,Marché public concernant le secteur informatique dans la région de Oriental.,Travaux,Informatique,DGSN,Maroc,Oriental,Agadir,2023-11-04,2023-12-24,2024-01-09,7452906,"['Jet Contractors', 'INGEMA', 'SOMAGEC', 'SOGEA']","[7441670.346111158, 7902239.284265089, 8329176.843610192, 8649527.751812845]",Jet Contractors,7441670.346111158,8080653.56,-0.0015,268,Appel d’offres ouvert,Meilleure offre économiquement,4,Oui,7,2,72,Attribué,
85,Appel d'offre pour transport à Agadir,Marché public concernant le secteur transport dans la région de Fès-Meknès.,Services,Transport,Ministère de la Santé,Maroc,Fès-Meknès,Agadir,2023-07-12,2023-08-25,2023-09-01,2022294,"['Jet Contractors', 'TGCC', 'SOMAGEC', 'INGEMA', 'SOGEA']","[1834031.233731516, 1997536.3872320633, 2257788.929819182, 2402189.837489136, 2420611.329017211]",TGCC,1997536.3872320633,2182431.54,-0.0122,322,Appel d’offres restreint,Prix seul,5,Non,14,19,88,Annulé,Non-conformité des offres
86,Appel d'offre pour fournitures scolaires à Casablanca,Marché public concernant le secteur fournitures scolaires dans la région de Casablanca-Settat.,Travaux,Fournitures scolaires,ONEE,Maroc,Casablanca-Settat,Casablanca,2023-05-20,2023-07-08,2023-07-16,1215644,"['INGEMA', 'SOMAGEC']","[1240275.2549074295, 1352511.9678187126]",INGEMA,1240275.2549074295,1296393.61,0.0203,146,Appel d’offres restreint,Prix seul,2,Non,0,2,70,Attribué,
87,Appel d'offre pour btp à Fès,Marché public concernant le secteur btp dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,BTP,Ministère de l’Équipement,Maroc,Tanger-Tétouan-Al Hoceïma,Fès,2025-06-14,2025-08-05,2025-08-16,187591,"['TGCC', 'SOMAGEC', 'SOGEA']","[175497.45052332667, 188978.98869330523, 221464.53890394387]",SOMAGEC,188978.98869330523,195313.66,0.0074,125,Appel d’offres ouvert,Note technique et prix,3,Oui,8,2,68,Annulé,
88,Appel d'offre pour transport à Tanger,Marché public concernant le secteur transport dans la région de Tanger-Tétouan-Al Hoceïma.,Services,Transport,Ministère de la Santé,Maroc,Tanger-Tétouan-Al Hoceïma,Tanger,2023-07-02,2023-08-01,2023-08-11,5990543,"['Jet Contractors', 'SOGEA']","[6311891.656064036, 6406057.845710266]",Jet Contractors,6311891.656064036,6358974.75,0.0536,351,Appel d’offres ouvert,Note technique et prix,2,Oui,13,1,95,Annulé,
89,Appel d'offre pour médical à Fès,Marché public concernant le secteur médical dans la région de Fès-Meknès.,Services,Médical,CHU Casablanca,Maroc,Fès-Meknès,Fès,2024-04-02,2024-05-25,2024-06-07,9627871,"['INGEMA', 'TGCC', 'Novec', 'SOGEA']","[8740859.680393545, 9825921.01620339, 10747573.362745214, 10877727.846794982]",Novec,10747573.362745214,10048020.48,0.1163,47,Gré à gré,Prix seul,4,Non,8,19,89,Sans suite,Manque de budget
90,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Tanger-Tétouan-Al Hoceïma.,Travaux,Informatique,Ministère de la Santé,Maroc,Tanger-Tétouan-Al Hoceïma,Fès,2023-04-06,2023-05-03,2023-05-19,3424972,"['INGEMA', 'SOMAGEC', 'TGCC']","[3321638.3469264326, 3367264.456691636, 3795272.2594162147]",SOMAGEC,3367264.456691636,3494725.02,-0.0168,51,Appel d’offres restreint,Meilleure offre économiquement,3,Oui,1,9,90,Attribué,
91,Appel d'offre pour informatique à Fès,Marché public concernant le secteur informatique dans la région de Fès-Meknès.,Fournitures,Informatique,ONEE,Maroc,Fès-Meknès,Fès,2024-08-21,2024-09-05,2024-09-14,2563127,"['Jet Contractors', 'Novec']","[2520864.952739267, 3035768.3890726166]",Novec,3035768.3890726166,2778316.67,0.1844,310,Appel d’offres restreint,Prix seul,2,Non,8,2,91,Sans suite,
92,Appel d'offre pour fournitures scolaires à Agadir,Marché public concernant le secteur fournitures scolaires dans la région de Rabat-Salé-Kénitra.,Travaux,Fournitures scolaires,ONEE,Maroc,Rabat-Salé-Kénitra,Agadir,2023-11-15,2023-12-06,2023-12-20,1138035,"['SOMAGEC', 'Novec']","[1147998.8670122821, 1303569.144449428]",SOMAGEC,1147998.8670122821,1225784.01,0.0088,77,Gré à gré,Meilleure offre économiquement,2,Non,7,4,97,Annulé,Manque de budget
93,Appel d'offre pour énergie à Oujda,Marché public concernant le secteur énergie dans la région de Casablanca-Settat.,Services,Énergie,DGSN,Maroc,Casablanca-Settat,Oujda,2025-04-24,2025-06-06,2025-06-22,8722162,"['SOGEA', 'INGEMA', 'TGCC', 'SOMAGEC', 'Novec', 'Jet Contractors']","[8405945.848717893, 8909611.027732555, 9381837.30799435, 9966014.554969007, 9978473.475144528, 10299749.322799187]",Jet Contractors,10299749.322799187,9490271.92,0.1809,72,Gré à gré,Meilleure offre économiquement,6,Non,3,6,83,Sans suite,Manque de budget
