id_appel_offre,titre,description,categorie_marche,secteur,organisme_emetteur,pays,region,ville,date_publication,date_limite,date_resultat,budget_estime,soumissionnaires,montants_soumis,soumissionnaire_gagnant,montant_gagnant,montant_moyen,ecart_montant_vs_budget,delai_execution,type_procedure,critere_attribution,nombre_soumissionnaires,historique_gagnant_dans_les_3_derniers_ao,nombre_ao_gagnes_par_gagnant,experience_gagnant,notation_technique_gagnant,statut_ao,motif_annulation,notes_techniques_non_gagnants,capacites_financieres,experiences_non_gagnants,historiques_non_gagnants,complexite_projet,exigences_techniques_detaillees,localisations_soumissionnaires,tailles_entreprises,contexte_economique,poids_criteres_attribution,historique_ao_similaires,details_annulations
441,Appel d'offre pour informatique à Nador,Marché public concernant le secteur informatique pour Ministère de l'Équipement,Services,Informatique,Ministère de l'Équipement,Maroc,Casablanca-Settat,Nador,2025-07-13,2025-08-15,2025-08-21,25129312 DH,MAGHREB STEEL; MICROSOFT MAROC; TECHNO PARK; LAFARGE; INGEMA; TGCC; COSUMAR,22220624.29; 29382352.15; 26411871.2; 29441009.84; 24838397.9; 23014321.46; 26052200.28,MAGHREB STEEL,22220624.29 DH,25908682.45 DH,-0.1157,260,Appel d'offres ouvert,Prix seul,7,Oui,5,23,96,Sans suite,Problème procédural,69; 75; 96; 71; 64; 88,157318975; 331015688; 359204973; 167287381; 493380073; 79632206; 342901116,21; 12; 22; 10; 10; 16,12; 6; 8; 5; 5; 3,Faible,"Normes ISO 9001, Technologies modernes",Meknès; Fès; Khouribga; El Jadida; Salé; Casablanca; Kenitra,Grande entreprise; Grande entreprise; Grande entreprise; ETI; Grande entreprise; PME; Moyenne entreprise,"Inflation: 2.1%, Croissance: 3.0%","Technique: 43%, Prix: 57%",Derniers 12 mois: 44 AO similaires,Taux d'annulation secteur: 16%
442,Appel d'offre pour transport à Tétouan,Marché public concernant le secteur transport pour Agence de Développement Social,Services,Transport,Agence de Développement Social,Maroc,Dakhla-Oued Ed-Dahab,Tétouan,2025-07-13,2025-08-04,2025-08-11,20255506 DH,CAPGEMINI MAROC; MANAGEM; REDAL; MICROSOFT MAROC; SHELL MAROC,17300206.89; 18910092.69; 18868372.42; 20281111.25; 22246399.23,MICROSOFT MAROC,20281111.25 DH,19521236.50 DH,0.0013,168,Appel d'offres ouvert,Prix seul,5,Non,8,16,91,Annulé,Spécifications techniques inadéquates,68; 77; 62; 64,145225493; 184929332; 94638467; 67830802; 248086555,10; 22; 13; 13,0; 4; 11; 13,Très élevée,"Normes ISO 14001, Technologies éprouvées",Safi; Beni Mellal; Temara; Settat; Kenitra,Moyenne entreprise; Grande entreprise; Moyenne entreprise; Grande entreprise; Grande entreprise,"Inflation: 1.8%, Croissance: 2.1%","Technique: 72%, Prix: 28%",Derniers 12 mois: 38 AO similaires,Taux d'annulation secteur: 19%
443,Appel d'offre pour agriculture à Mohammedia,Marché public concernant le secteur agriculture pour Caisse de Dépôt et de Gestion,Travaux,Agriculture,Caisse de Dépôt et de Gestion,Maroc,Fès-Meknès,Mohammedia,2025-07-13,2025-09-02,2025-09-15,35230469 DH,INGEMA; VEOLIA; MANAGEM; CISCO MAROC; CIMAR; SGTM; Novec; TOTAL MAROC,40826883.22; 36545773.19; 34827639.74; 33557742.25; 31028239.22; 42235718.81; 42092243.48; 40036450.63,MANAGEM,34827639.74 DH,37643836.32 DH,-0.0114,352,Gré à gré,Rapport qualité-prix,8,Oui,12,10,89,Annulé,Spécifications techniques inadéquates,97; 68; 68; 67; 75; 91; 78,309587231; 496102342; 308722947; 113645924; 204638953; 490246530; 19526155; 138103038,17; 10; 25; 22; 4; 15; 17,7; 14; 14; 11; 9; 8; 11,Moyenne,"Normes ISO 14001, Technologies innovantes",Tanger; Berrechid; Casablanca; Marrakech; Berrechid; Rabat; Oujda; Settat,Grande entreprise; PME; Moyenne entreprise; ETI; PME; Grande entreprise; Moyenne entreprise; Grande entreprise,"Inflation: 3.9%, Croissance: 3.3%","Technique: 60%, Prix: 40%",Derniers 12 mois: 41 AO similaires,Taux d'annulation secteur: 11%
444,Appel d'offre pour conseil à Safi,Marché public concernant le secteur conseil pour Office de la Formation Professionnelle,Services,Conseil,Office de la Formation Professionnelle,Maroc,Fès-Meknès,Safi,2025-07-13,2025-08-08,2025-08-20,28733607 DH,IBM MAROC; TGCC; MAROC TELECOM; VINCI,32738402.37; 33942342.5; 27565322.83; 32842313.86,MAROC TELECOM,27565322.83 DH,31772095.39 DH,-0.0407,351,Concours,Critères multiples,4,Non,8,4,74,Sans suite,Insuffisance technique,65; 76; 84,187436062; 405220230; 401598727; 448544410,3; 3; 11,14; 7; 4,Faible,"Normes ISO 14001, Technologies modernes",Berrechid; Salé; Meknès; Khouribga,ETI; Grande entreprise; Moyenne entreprise; PME,"Inflation: 2.9%, Croissance: 3.8%","Technique: 74%, Prix: 26%",Derniers 12 mois: 19 AO similaires,Taux d'annulation secteur: 19%
445,Appel d'offre pour fournitures scolaires à Kenitra,Marché public concernant le secteur fournitures scolaires pour Ministère de la Justice,Services,Fournitures scolaires,Ministère de la Justice,Maroc,Casablanca-Settat,Kenitra,2025-07-13,2025-08-25,2025-09-09,19035940 DH,INGEMA; LYDEC; WAFA; SOREAD; CHINA RAILWAY; EIFFAGE,20500684.76; 15453773.72; 18746251.83; 20059342.84; 22583435.51; 18829422.31,INGEMA,20500684.76 DH,19362151.83 DH,0.0769,260,Concours,Meilleure offre économiquement,6,Oui,4,23,98,Attribué,Non applicable,66; 61; 88; 70; 91,102576929; 47210522; 296158738; 256939122; 198085948; 296636744,21; 8; 16; 13; 20,4; 2; 6; 11; 3,Faible,"Normes ISO 45001, Technologies innovantes",Mohammedia; Kenitra; Agadir; Khouribga; Rabat; Safi,Moyenne entreprise; PME; Moyenne entreprise; Moyenne entreprise; PME; ETI,"Inflation: 3.8%, Croissance: 2.1%","Technique: 54%, Prix: 46%",Derniers 12 mois: 39 AO similaires,Taux d'annulation secteur: 10%
446,Appel d'offre pour télécommunications à Casablanca,Marché public concernant le secteur télécommunications pour Ministère de l'Agriculture,Fournitures,Télécommunications,Ministère de l'Agriculture,Maroc,Béni Mellal-Khénifra,Casablanca,2025-07-13,2025-08-14,2025-08-20,7324609 DH,SUEZ; MAROC TELECOM; TGCC; AFRIQUIA; SGTM; VEOLIA,8583202.14; 5970296.41; 7488945.0; 7019942.83; 8707816.71; 6977948.86,MAROC TELECOM,5970296.41 DH,7458025.33 DH,-0.1849,350,Gré à gré,Critères multiples,6,Non,3,20,90,Attribué,Non applicable,73; 69; 83; 82; 75,155783786; 103655418; 257810850; 116392247; 144267209; 402720735,20; 11; 15; 20; 4,5; 13; 14; 1; 6,Élevée,"Normes ISO 45001, Technologies avancées",Meknès; Mohammedia; Salé; Marrakech; Nador; Kenitra,PME; Grande entreprise; PME; Grande entreprise; Moyenne entreprise; Grande entreprise,"Inflation: 3.6%, Croissance: 2.1%","Technique: 59%, Prix: 41%",Derniers 12 mois: 43 AO similaires,Taux d'annulation secteur: 10%
447,Appel d'offre pour agriculture à Settat,Marché public concernant le secteur agriculture pour Office National des Chemins de Fer,Travaux,Agriculture,Office National des Chemins de Fer,Maroc,Marrakech-Safi,Settat,2025-07-13,2025-08-31,2025-09-09,37564759 DH,CDG; SOREAD; AFRIQUIA,44870649.17; 34056323.05; 38430115.4,SOREAD,34056323.05 DH,39119029.21 DH,-0.0934,286,Appel d'offres restreint,Rapport qualité-prix,3,Non,6,5,100,Attribué,Non applicable,89; 77,19794513; 48421881; 33407957,4; 6,14; 9,Moyenne,"Normes ISO 9001, Technologies avancées",Nador; Rabat; Oujda,Moyenne entreprise; PME; Grande entreprise,"Inflation: 2.7%, Croissance: 4.7%","Technique: 75%, Prix: 25%",Derniers 12 mois: 25 AO similaires,Taux d'annulation secteur: 11%
448,Appel d'offre pour médical à Safi,Marché public concernant le secteur médical pour Office National des Aéroports,Fournitures,Médical,Office National des Aéroports,Maroc,Dakhla-Oued Ed-Dahab,Safi,2025-07-13,2025-09-08,2025-09-13,11195545 DH,AFRIQUIA; ORANGE MAROC; TOTAL MAROC; BOUYGUES; OCP; AMENDIS,12273878.21; 13050802.99; 12640789.73; 12677106.32; 12713862.11; 11293959.74,AMENDIS,11293959.74 DH,12441733.18 DH,0.0088,43,Gré à gré,Meilleure offre économiquement,6,Oui,7,18,98,Annulé,Manque de budget,100; 84; 90; 61; 84,433149006; 76284940; 287768717; 138568280; 91626141; 345271451,13; 3; 9; 19; 21,2; 8; 15; 15; 13,Faible,"Normes ISO 27001, Technologies éprouvées",Safi; Temara; Settat; Rabat; Mohammedia; Oujda,PME; Grande entreprise; PME; Moyenne entreprise; Moyenne entreprise; Moyenne entreprise,"Inflation: 3.0%, Croissance: 3.4%","Technique: 75%, Prix: 25%",Derniers 12 mois: 23 AO similaires,Taux d'annulation secteur: 6%
449,Appel d'offre pour environnement à Khouribga,Marché public concernant le secteur environnement pour Agence Nationale de l'Assurance Maladie,Fournitures,Environnement,Agence Nationale de l'Assurance Maladie,Maroc,Souss-Massa,Khouribga,2025-07-13,2025-08-30,2025-09-07,49938969 DH,COVEC; AFRIQUIA; SOGEC; TGCC,42941404.86; 58224041.71; 55041311.52; 43614303.27,COVEC,42941404.86 DH,49955265.34 DH,-0.1401,163,Appel d'offres restreint,Prix seul,4,Non,3,8,91,Sans suite,Insuffisance technique,67; 69; 79,84810759; 410242443; 94620090; 57142083,17; 15; 6,11; 9; 7,Faible,"Normes ISO 45001, Technologies avancées",Settat; Casablanca; Oujda; Settat,PME; ETI; PME; ETI,"Inflation: 2.1%, Croissance: 4.2%","Technique: 60%, Prix: 40%",Derniers 12 mois: 44 AO similaires,Taux d'annulation secteur: 13%
450,Appel d'offre pour télécommunications à Temara,Marché public concernant le secteur télécommunications pour Office National de l'Électricité et de l'Eau Potable,Travaux,Télécommunications,Office National de l'Électricité et de l'Eau Potable,Maroc,Rabat-Salé-Kénitra,Temara,2025-07-13,2025-08-30,2025-09-08,8349832 DH,INGEMA; HP MAROC; HOLCIM; SOGEA; DELL MAROC; IBM MAROC,8226213.01; 9782708.46; 7645378.58; 9066146.63; 8462028.34; 9614780.73,HOLCIM,7645378.58 DH,8799542.62 DH,-0.0844,278,Appel d'offres ouvert,Meilleure offre économiquement,6,Non,8,4,80,Attribué,Non applicable,63; 90; 74; 63; 78,129139533; 382650301; 336834115; 186013124; 15983955; 449525201,25; 10; 14; 13; 13,9; 12; 4; 8; 4,Élevée,"Normes ISO 22000, Technologies innovantes",Temara; Salé; Nador; Rabat; Khouribga; Tétouan,PME; Grande entreprise; PME; PME; Moyenne entreprise; Grande entreprise,"Inflation: 3.1%, Croissance: 3.4%","Technique: 48%, Prix: 52%",Derniers 12 mois: 15 AO similaires,Taux d'annulation secteur: 16%
451,Appel d'offre pour médical à Mohammedia,Marché public concernant le secteur médical pour Office National des Chemins de Fer,Services,Médical,Office National des Chemins de Fer,Maroc,Drâa-Tafilalet,Mohammedia,2025-07-13,2025-08-06,2025-08-17,11228797 DH,SAHAM; Novec; HOLCIM; MAGHREB STEEL; BMCE,10522026.41; 11168939.92; 9800696.54; 10522730.09; 10813902.96,BMCE,10813902.96 DH,10565659.18 DH,-0.0369,292,Gré à gré,Critères multiples,5,Oui,13,18,96,Annulé,Spécifications techniques inadéquates,80; 69; 88; 60,327582236; 75156599; 157859693; 400159851; 446573301,8; 16; 10; 15,9; 6; 12; 7,Faible,"Normes ISO 14001, Technologies avancées",Casablanca; Safi; Nador; Safi; Safi,ETI; Moyenne entreprise; PME; Grande entreprise; Grande entreprise,"Inflation: 3.0%, Croissance: 2.5%","Technique: 80%, Prix: 20%",Derniers 12 mois: 12 AO similaires,Taux d'annulation secteur: 6%
452,Appel d'offre pour sécurité à Rabat,Marché public concernant le secteur sécurité pour Caisse Nationale de Sécurité Sociale,Travaux,Sécurité,Caisse Nationale de Sécurité Sociale,Maroc,Oriental,Rabat,2025-07-13,2025-08-26,2025-09-10,14752183 DH,EIFFAGE; MAJOREL; HP MAROC; ATTIJARI; SUEZ; SOMAGEC; BOUYGUES,17286339.72; 17564280.39; 14336356.11; 17345062.55; 17537241.47; 12367095.92; 14339299.82,SOMAGEC,12367095.92 DH,15825096.57 DH,-0.1617,242,Appel d'offres ouvert,Critères multiples,7,Oui,5,13,96,Attribué,Non applicable,64; 90; 96; 80; 75; 62,148500246; 298744597; 69054671; 388379516; 198267711; 32653624; 152898922,15; 15; 12; 12; 3; 18,14; 11; 14; 12; 0; 6,Très élevée,"Normes ISO 22000, Technologies innovantes",Salé; Mohammedia; Temara; Agadir; Oujda; Kenitra; Casablanca,ETI; Grande entreprise; ETI; Moyenne entreprise; PME; ETI; Moyenne entreprise,"Inflation: 1.9%, Croissance: 2.1%","Technique: 70%, Prix: 30%",Derniers 12 mois: 29 AO similaires,Taux d'annulation secteur: 20%
453,Appel d'offre pour sécurité à Meknès,Marché public concernant le secteur sécurité pour Ministère de l'Intérieur,Services,Sécurité,Ministère de l'Intérieur,Maroc,Casablanca-Settat,Meknès,2025-07-13,2025-08-12,2025-08-15,41852882 DH,AMENDIS; LAFARGE; TGCC; EIFFAGE; BMCE,37636857.99; 40432265.87; 40220489.33; 37068007.1; 45176221.98,AMENDIS,37636857.99 DH,40106768.45 DH,-0.1007,322,Gré à gré,Prix seul,5,Non,1,25,94,Sans suite,Insuffisance technique,77; 89; 75; 79,440213020; 139826322; 96811676; 476572924; 147441393,20; 6; 10; 14,7; 15; 6; 5,Faible,"Normes ISO 22000, Technologies avancées",Tanger; Marrakech; Casablanca; Salé; El Jadida,Grande entreprise; PME; Moyenne entreprise; Grande entreprise; Moyenne entreprise,"Inflation: 1.2%, Croissance: 3.8%","Technique: 70%, Prix: 30%",Derniers 12 mois: 14 AO similaires,Taux d'annulation secteur: 14%
454,Appel d'offre pour fournitures scolaires à Beni Mellal,Marché public concernant le secteur fournitures scolaires pour Agence Nationale de Réglementation des Télécommunications,Travaux,Fournitures scolaires,Agence Nationale de Réglementation des Télécommunications,Maroc,Drâa-Tafilalet,Beni Mellal,2025-07-13,2025-08-30,2025-09-09,27478279 DH,TGCC; INWI; AFRIQUIA; BMCE,29490549.81; 24165962.75; 31974936.43; 28984157.83,INWI,24165962.75 DH,28653901.71 DH,-0.1205,121,Appel d'offres ouvert,Prix seul,4,Oui,1,5,80,Attribué,Non applicable,64; 68; 84,222268804; 92914132; 408745875; 261694250,6; 18; 9,15; 10; 1,Faible,"Normes ISO 14001, Technologies innovantes",Fès; Salé; Tanger; Berrechid,Moyenne entreprise; Moyenne entreprise; ETI; Grande entreprise,"Inflation: 3.4%, Croissance: 3.0%","Technique: 78%, Prix: 22%",Derniers 12 mois: 48 AO similaires,Taux d'annulation secteur: 19%
455,Appel d'offre pour télécommunications à Beni Mellal,Marché public concernant le secteur télécommunications pour Ministère de l'Agriculture,Travaux,Télécommunications,Ministère de l'Agriculture,Maroc,Rabat-Salé-Kénitra,Beni Mellal,2025-07-13,2025-08-20,2025-09-01,23816468 DH,SOREAD; TOTAL MAROC; ORANGE MAROC; DELTA HOLDING,28360419.77; 23630567.81; 25034637.87; 22276627.48,DELTA HOLDING,22276627.48 DH,24825563.23 DH,-0.0647,205,Appel d'offres ouvert,Rapport qualité-prix,4,Oui,13,25,85,Annulé,Manque de budget,96; 81; 92,329995765; 63158245; 439655447; 479587978,18; 15; 13,3; 7; 3,Faible,"Normes ISO 22000, Technologies certifiées",Oujda; Fès; Fès; Fès,Grande entreprise; ETI; ETI; PME,"Inflation: 2.4%, Croissance: 4.2%","Technique: 75%, Prix: 25%",Derniers 12 mois: 50 AO similaires,Taux d'annulation secteur: 10%
456,Appel d'offre pour maintenance à Casablanca,Marché public concernant le secteur maintenance pour Office de la Formation Professionnelle,Fournitures,Maintenance,Office de la Formation Professionnelle,Maroc,Dakhla-Oued Ed-Dahab,Casablanca,2025-07-13,2025-08-16,2025-08-20,29795166 DH,LYDEC; INWI; WAFA; AFRIQUIA,26465034.67; 26418208.93; 30314366.25; 25790423.53,INWI,26418208.93 DH,27247008.34 DH,-0.1133,123,Procédure négociée,Prix seul,4,Non,10,18,98,Attribué,Non applicable,91; 85; 60,391282529; 322056585; 305087901; 268911237,6; 15; 4,8; 3; 4,Faible,"Normes ISO 9001, Technologies modernes",Mohammedia; Oujda; Salé; Khouribga,PME; Moyenne entreprise; Grande entreprise; PME,"Inflation: 3.3%, Croissance: 4.1%","Technique: 49%, Prix: 51%",Derniers 12 mois: 10 AO similaires,Taux d'annulation secteur: 13%
457,Appel d'offre pour transport à Berrechid,Marché public concernant le secteur transport pour Agence Nationale de Réglementation des Télécommunications,Fournitures,Transport,Agence Nationale de Réglementation des Télécommunications,Maroc,Souss-Massa,Berrechid,2025-07-13,2025-09-04,2025-09-14,33940267 DH,SAHAM; CHINA RAILWAY; Novec; INGEMA; LYDEC,30423862.13; 29535139.66; 29807849.15; 35686176.81; 31412174.43,CHINA RAILWAY,29535139.66 DH,31373040.44 DH,-0.1298,80,Procédure négociée,Prix seul,5,Non,8,10,93,Annulé,Contraintes réglementaires,90; 81; 98; 60,436723409; 488142480; 75176929; 339034168; 280933522,6; 5; 25; 13,5; 7; 12; 3,Élevée,"Normes ISO 27001, Technologies avancées",Fès; Berrechid; Nador; Meknès; Tanger,PME; PME; PME; Moyenne entreprise; Grande entreprise,"Inflation: 1.3%, Croissance: 2.9%","Technique: 56%, Prix: 44%",Derniers 12 mois: 12 AO similaires,Taux d'annulation secteur: 6%
458,Appel d'offre pour énergie à Rabat,Marché public concernant le secteur énergie pour Office National de l'Électricité et de l'Eau Potable,Fournitures,Énergie,Office National de l'Électricité et de l'Eau Potable,Maroc,Rabat-Salé-Kénitra,Rabat,2025-07-13,2025-08-23,2025-09-03,585166 DH,SHELL MAROC; CHINA RAILWAY; SOREAD; MAJOREL; REDAL,489676.36; 698753.73; 671955.61; 690415.72; 603095.97,SHELL MAROC,489676.36 DH,630779.48 DH,-0.1632,169,Appel d'offres restreint,Rapport qualité-prix,5,Oui,4,23,60,Attribué,Non applicable,72; 69; 65; 66,199217874; 393340980; 346312179; 437319204; 88929808,21; 19; 19; 9,10; 10; 11; 4,Faible,"Normes ISO 27001, Technologies éprouvées",Casablanca; Beni Mellal; Settat; Beni Mellal; Meknès,ETI; ETI; PME; Grande entreprise; Grande entreprise,"Inflation: 2.1%, Croissance: 3.1%","Technique: 47%, Prix: 53%",Derniers 12 mois: 49 AO similaires,Taux d'annulation secteur: 8%
459,Appel d'offre pour médical à Safi,Marché public concernant le secteur médical pour Ministère de l'Équipement,Services,Médical,Ministère de l'Équipement,Maroc,Souss-Massa,Safi,2025-07-13,2025-09-04,2025-09-15,39504439 DH,VINCI; MAJOREL; SHELL MAROC; EIFFAGE; CHINA RAILWAY; LAFARGE,32742495.86; 45268399.3; 43255124.3; 41788428.94; 31660964.6; 37846293.42,CHINA RAILWAY,31660964.6 DH,38760284.40 DH,-0.1985,193,Procédure négociée,Meilleure offre économiquement,6,Oui,7,11,92,Annulé,Absence d'offres,75; 64; 91; 91; 95,160111517; 322549009; 381144678; 414577649; 217287994; 476045296,16; 24; 11; 17; 7,12; 2; 10; 3; 11,Très élevée,"Normes ISO 45001, Technologies éprouvées",Marrakech; Khouribga; Tanger; Khouribga; Temara; Mohammedia,PME; Moyenne entreprise; Moyenne entreprise; Grande entreprise; ETI; Grande entreprise,"Inflation: 1.5%, Croissance: 2.8%","Technique: 78%, Prix: 22%",Derniers 12 mois: 40 AO similaires,Taux d'annulation secteur: 5%
460,Appel d'offre pour conseil à Mohammedia,Marché public concernant le secteur conseil pour Ministère de l'Éducation,Services,Conseil,Ministère de l'Éducation,Maroc,Souss-Massa,Mohammedia,2025-07-13,2025-08-27,2025-09-06,7528381 DH,SOREAD; VEOLIA; TGCC; DELTA HOLDING; TOTAL MAROC; MAGHREB STEEL; SOGEC; VINCI,6325641.59; 7806628.6; 7071171.39; 8064584.3; 7585313.56; 8590984.16; 6390306.9; 8522290.69,SOREAD,6325641.59 DH,7544615.15 DH,-0.1598,270,Gré à gré,Critères multiples,8,Oui,14,9,94,Attribué,Non applicable,71; 75; 100; 91; 68; 81; 70,479338108; 351236457; 179059551; 51447542; 83712055; 228962073; 253438593; 276176151,21; 12; 5; 23; 19; 25; 5,8; 6; 15; 2; 4; 11; 14,Moyenne,"Normes ISO 27001, Technologies avancées",Fès; Temara; Nador; Kenitra; Beni Mellal; Tanger; Salé; Mohammedia,ETI; ETI; Moyenne entreprise; Grande entreprise; PME; Moyenne entreprise; PME; Grande entreprise,"Inflation: 2.5%, Croissance: 4.0%","Technique: 41%, Prix: 59%",Derniers 12 mois: 17 AO similaires,Taux d'annulation secteur: 16%
461,Appel d'offre pour formation à Berrechid,Marché public concernant le secteur formation pour Barid Al-Maghrib,Fournitures,Formation,Barid Al-Maghrib,Maroc,Béni Mellal-Khénifra,Berrechid,2025-07-13,2025-08-13,2025-08-24,27403550 DH,REDAL; OCP; COVEC; WAFA,26519834.27; 32739993.0; 28565865.94; 24091281.85,REDAL,26519834.27 DH,27979243.77 DH,-0.0322,88,Gré à gré,Prix seul,4,Non,7,11,95,Sans suite,Changement de priorités,100; 84; 88,192675008; 370885128; 286849193; 344449586,8; 7; 24,1; 13; 5,Moyenne,"Normes ISO 27001, Technologies avancées",Tétouan; Rabat; Settat; Tanger,PME; Moyenne entreprise; Moyenne entreprise; Grande entreprise,"Inflation: 1.2%, Croissance: 2.4%","Technique: 50%, Prix: 50%",Derniers 12 mois: 45 AO similaires,Taux d'annulation secteur: 8%
462,Appel d'offre pour informatique à Nador,Marché public concernant le secteur informatique pour Caisse de Dépôt et de Gestion,Travaux,Informatique,Caisse de Dépôt et de Gestion,Maroc,Laâyoune-Sakia El Hamra,Nador,2025-07-13,2025-08-26,2025-09-10,17254414 DH,REDAL; CAPGEMINI MAROC; COVEC; AFRIQUIA; WAFA; BMCE; AMENDIS; ATTIJARI,18616346.84; 17202912.42; 14133384.38; 17016067.53; 20183310.29; 14876333.41; 18042609.49; 19042839.15,BMCE,14876333.41 DH,17389225.44 DH,-0.1378,305,Gré à gré,Meilleure offre économiquement,8,Non,3,23,100,Annulé,Spécifications techniques inadéquates,88; 89; 71; 92; 62; 78; 72,129744126; 188027236; 75058036; 457357080; 94499811; 152675419; 360433920; 314747328,22; 8; 20; 13; 9; 25; 22,15; 1; 6; 9; 2; 2; 4,Faible,"Normes ISO 9001, Technologies éprouvées",Safi; Fès; Khouribga; Oujda; Beni Mellal; Khouribga; Settat; Beni Mellal,PME; Moyenne entreprise; Moyenne entreprise; ETI; Moyenne entreprise; Moyenne entreprise; PME; Grande entreprise,"Inflation: 3.1%, Croissance: 3.9%","Technique: 76%, Prix: 24%",Derniers 12 mois: 18 AO similaires,Taux d'annulation secteur: 9%
